año;municipio;barrios de Barcelona;concepto;estado;valor
2019;Barcelona;el Carmel;Índice socioeconómico territorial;;93,4
2019;Barcelona;la Teixonera;Índice socioeconómico territorial;;100,0
2019;Barcelona;Sant Genís dels Agudells;Índice socioeconómico territorial;;100,1
2019;Barcelona;Montbau;Índice socioeconómico territorial;;107,9
2019;Barcelona;la Vall d'Hebron;Índice socioeconómico territorial;;115,6
2019;Barcelona;la Clota;Índice socioeconómico territorial;;104,3
2019;Barcelona;Horta;Índice socioeconómico territorial;;105,1
2019;Barcelona;Vilapicina i la Torre Llobeta;Índice socioeconómico territorial;;104,3
2019;Barcelona;Porta;Índice socioeconómico territorial;;93,3
2019;Barcelona;el Turó de la Peira;Índice socioeconómico territorial;;86,3
2019;Barcelona;Can Peguera;Índice socioeconómico territorial;;81,0
2019;Barcelona;la Guineueta;Índice socioeconómico territorial;;104,1
2019;Barcelona;Canyelles;Índice socioeconómico territorial;;97,9
2019;Barcelona;les Roquetes;Índice socioeconómico territorial;;77,7
2019;Barcelona;Verdun;Índice socioeconómico territorial;;84,6
2019;Barcelona;la Prosperitat;Índice socioeconómico territorial;;92,2
2019;Barcelona;la Trinitat Nova;Índice socioeconómico territorial;;76,3
2019;Barcelona;Torre Baró;Índice socioeconómico territorial;;75,2
2019;Barcelona;Ciutat Meridiana;Índice socioeconómico territorial;;66,6
2019;Barcelona;Vallbona;Índice socioeconómico territorial;;75,1
2019;Barcelona;la Trinitat Vella;Índice socioeconómico territorial;;73,3
2019;Barcelona;Baró de Viver;Índice socioeconómico territorial;;76,3
2019;Barcelona;el Bon Pastor;Índice socioeconómico territorial;;87,5
2019;Barcelona;Sant Andreu;Índice socioeconómico territorial;;112,8
2019;Barcelona;la Sagrera;Índice socioeconómico territorial;;107,5
2019;Barcelona;el Congrés i els Indians;Índice socioeconómico territorial;;107,0
2019;Barcelona;Navas;Índice socioeconómico territorial;;108,9
2019;Barcelona;el Camp de l'Arpa del Clot;Índice socioeconómico territorial;;110,3
2019;Barcelona;el Clot;Índice socioeconómico territorial;;110,2
2019;Barcelona;el Parc i la Llacuna del Poblenou;Índice socioeconómico territorial;;111,1
2019;Barcelona;la Vila Olímpica del Poblenou;Índice socioeconómico territorial;;127,2
2019;Barcelona;el Poblenou;Índice socioeconómico territorial;;114,3
2019;Barcelona;Diagonal Mar i el Front Marítim del Poblenou;Índice socioeconómico territorial;;116,5
2019;Barcelona;el Besòs i el Maresme;Índice socioeconómico territorial;;74,9
2019;Barcelona;Provençals del Poblenou;Índice socioeconómico territorial;;107,5
2019;Barcelona;Sant Martí de Provençals;Índice socioeconómico territorial;;103,2
2019;Barcelona;la Verneda i la Pau;Índice socioeconómico territorial;;96,0
2019;Barcelona;total;Índice socioeconómico territorial;;108,0
2020;Barcelona;el Raval;Índice socioeconómico territorial;;78,2
2020;Barcelona;el Barri Gòtic;Índice socioeconómico territorial;;75,6
2020;Barcelona;la Barceloneta;Índice socioeconómico territorial;;95,8
2020;Barcelona;Sant Pere, Santa Caterina i la Ribera;Índice socioeconómico territorial;;100,8
2020;Barcelona;el Fort Pienc;Índice socioeconómico territorial;;111,0
2020;Barcelona;la Sagrada Família;Índice socioeconómico territorial;;111,8
2020;Barcelona;la Dreta de l'Eixample;Índice socioeconómico territorial;;120,9
2020;Barcelona;l'Antiga Esquerra de l'Eixample;Índice socioeconómico territorial;;117,9
2020;Barcelona;la Nova Esquerra de l'Eixample;Índice socioeconómico territorial;;116,7
2020;Barcelona;Sant Antoni;Índice socioeconómico territorial;;110,6
2020;Barcelona;el Poble Sec;Índice socioeconómico territorial;;95,7
2020;Barcelona;la Marina del Prat Vermell;Índice socioeconómico territorial;;73,7
2020;Barcelona;la Marina de Port;Índice socioeconómico territorial;;95,3
2020;Barcelona;la Font de la Guatlla;Índice socioeconómico territorial;;107,2
2020;Barcelona;Hostafrancs;Índice socioeconómico territorial;;104,1
2020;Barcelona;la Bordeta;Índice socioeconómico territorial;;106,9
2020;Barcelona;Sants-Badal;Índice socioeconómico territorial;;102,4
2020;Barcelona;Sants;Índice socioeconómico territorial;;104,8
2020;Barcelona;les Corts;Índice socioeconómico territorial;;121,7
2020;Barcelona;la Maternitat i Sant Ramon;Índice socioeconómico territorial;;118,0
2020;Barcelona;Pedralbes;Índice socioeconómico territorial;;129,6
2020;Barcelona;Vallvidrera, el Tibidabo i les Planes;Índice socioeconómico territorial;;119,4
2020;Barcelona;Sarrià;Índice socioeconómico territorial;;129,4
2020;Barcelona;les Tres Torres;Índice socioeconómico territorial;;135,9
2020;Barcelona;Sant Gervasi-la Bonanova;Índice socioeconómico territorial;;129,5
2020;Barcelona;Sant Gervasi-Galvany;Índice socioeconómico territorial;;131,3
2020;Barcelona;el Putxet i el Farró;Índice socioeconómico territorial;;125,1
2020;Barcelona;Vallcarca i els Penitents;Índice socioeconómico territorial;;118,6
2020;Barcelona;el Coll;Índice socioeconómico territorial;;108,9
2020;Barcelona;la Salut;Índice socioeconómico territorial;;118,1
2020;Barcelona;la Vila de Gràcia;Índice socioeconómico territorial;;117,4
2020;Barcelona;el Camp d'en Grassot i Gràcia Nova;Índice socioeconómico territorial;;117,7
2020;Barcelona;el Baix Guinardó;Índice socioeconómico territorial;;112,6
2020;Barcelona;Can Baró;Índice socioeconómico territorial;;107,4
2020;Barcelona;el Guinardó;Índice socioeconómico territorial;;110,3
2020;Barcelona;la Font d'en Fargues;Índice socioeconómico territorial;;118,7
2020;Barcelona;el Carmel;Índice socioeconómico territorial;;92,6
2020;Barcelona;la Teixonera;Índice socioeconómico territorial;;99,1
2020;Barcelona;Sant Genís dels Agudells;Índice socioeconómico territorial;;100,0
2020;Barcelona;Montbau;Índice socioeconómico territorial;;106,9
2020;Barcelona;la Vall d'Hebron;Índice socioeconómico territorial;;115,2
2020;Barcelona;la Clota;Índice socioeconómico territorial;;104,7
2020;Barcelona;Horta;Índice socioeconómico territorial;;102,9
2020;Barcelona;Vilapicina i la Torre Llobeta;Índice socioeconómico territorial;;104,1
2020;Barcelona;Porta;Índice socioeconómico territorial;;89,6
2020;Barcelona;el Turó de la Peira;Índice socioeconómico territorial;;85,1
2020;Barcelona;Can Peguera;Índice socioeconómico territorial;;81,4
2020;Barcelona;la Guineueta;Índice socioeconómico territorial;;104,0
2020;Barcelona;Canyelles;Índice socioeconómico territorial;;97,3
2020;Barcelona;les Roquetes;Índice socioeconómico territorial;;76,9
2020;Barcelona;Verdun;Índice socioeconómico territorial;;84,1
2020;Barcelona;la Prosperitat;Índice socioeconómico territorial;;91,8
2020;Barcelona;la Trinitat Nova;Índice socioeconómico territorial;;76,5
2020;Barcelona;Torre Baró;Índice socioeconómico territorial;;75,9
2020;Barcelona;Ciutat Meridiana;Índice socioeconómico territorial;;66,1
2020;Barcelona;Vallbona;Índice socioeconómico territorial;;74,7
2020;Barcelona;la Trinitat Vella;Índice socioeconómico territorial;;73,0
2020;Barcelona;Baró de Viver;Índice socioeconómico territorial;;77,1
2020;Barcelona;el Bon Pastor;Índice socioeconómico territorial;;84,7
2020;Barcelona;Sant Andreu;Índice socioeconómico territorial;;112,3
2020;Barcelona;la Sagrera;Índice socioeconómico territorial;;107,7
2020;Barcelona;el Congrés i els Indians;Índice socioeconómico territorial;;106,7
2020;Barcelona;Navas;Índice socioeconómico territorial;;109,0
2020;Barcelona;el Camp de l'Arpa del Clot;Índice socioeconómico territorial;;109,9
2020;Barcelona;el Clot;Índice socioeconómico territorial;;109,8
2020;Barcelona;el Parc i la Llacuna del Poblenou;Índice socioeconómico territorial;;111,4
2020;Barcelona;la Vila Olímpica del Poblenou;Índice socioeconómico territorial;;126,1
2020;Barcelona;el Poblenou;Índice socioeconómico territorial;;114,2
2020;Barcelona;Diagonal Mar i el Front Marítim del Poblenou;Índice socioeconómico territorial;;116,6
2020;Barcelona;el Besòs i el Maresme;Índice socioeconómico territorial;;72,4
2020;Barcelona;Provençals del Poblenou;Índice socioeconómico territorial;;107,0
2020;Barcelona;Sant Martí de Provençals;Índice socioeconómico territorial;;102,9
2020;Barcelona;la Verneda i la Pau;Índice socioeconómico territorial;;96,0
2020;Barcelona;total;Índice socioeconómico territorial;;107,1
2021;Barcelona;el Raval;Índice socioeconómico territorial;;76,5
2021;Barcelona;el Barri Gòtic;Índice socioeconómico territorial;;79,0
2021;Barcelona;la Barceloneta;Índice socioeconómico territorial;;95,6
2021;Barcelona;Sant Pere, Santa Caterina i la Ribera;Índice socioeconómico territorial;;101,6
2021;Barcelona;el Fort Pienc;Índice socioeconómico territorial;;111,4
2021;Barcelona;la Sagrada Família;Índice socioeconómico territorial;;111,7
2021;Barcelona;la Dreta de l'Eixample;Índice socioeconómico territorial;;121,1
2021;Barcelona;l'Antiga Esquerra de l'Eixample;Índice socioeconómico territorial;;118,5
2021;Barcelona;la Nova Esquerra de l'Eixample;Índice socioeconómico territorial;;116,9
2021;Barcelona;Sant Antoni;Índice socioeconómico territorial;;111,1
2021;Barcelona;el Poble Sec;Índice socioeconómico territorial;;95,9
2021;Barcelona;la Marina del Prat Vermell;Índice socioeconómico territorial;;79,7
2021;Barcelona;la Marina de Port;Índice socioeconómico territorial;;95,8
2021;Barcelona;la Font de la Guatlla;Índice socioeconómico territorial;;106,3
2021;Barcelona;Hostafrancs;Índice socioeconómico territorial;;103,4
2021;Barcelona;la Bordeta;Índice socioeconómico territorial;;107,7
2021;Barcelona;Sants-Badal;Índice socioeconómico territorial;;102,7
2021;Barcelona;Sants;Índice socioeconómico territorial;;106,1
2021;Barcelona;les Corts;Índice socioeconómico territorial;;122,1
2021;Barcelona;la Maternitat i Sant Ramon;Índice socioeconómico territorial;;117,7
2021;Barcelona;Pedralbes;Índice socioeconómico territorial;;128,4
2021;Barcelona;Vallvidrera, el Tibidabo i les Planes;Índice socioeconómico territorial;;120,7
2021;Barcelona;Sarrià;Índice socioeconómico territorial;;129,2
2021;Barcelona;les Tres Torres;Índice socioeconómico territorial;;134,4
2021;Barcelona;Sant Gervasi-la Bonanova;Índice socioeconómico territorial;;128,9
2021;Barcelona;Sant Gervasi-Galvany;Índice socioeconómico territorial;;130,6
2021;Barcelona;el Putxet i el Farró;Índice socioeconómico territorial;;125,5
2021;Barcelona;Vallcarca i els Penitents;Índice socioeconómico territorial;;118,0
2021;Barcelona;el Coll;Índice socioeconómico territorial;;108,4
2021;Barcelona;la Salut;Índice socioeconómico territorial;;119,0
2021;Barcelona;la Vila de Gràcia;Índice socioeconómico territorial;;117,4
2021;Barcelona;el Camp d'en Grassot i Gràcia Nova;Índice socioeconómico territorial;;117,8
2021;Barcelona;el Baix Guinardó;Índice socioeconómico territorial;;112,5
2021;Barcelona;Can Baró;Índice socioeconómico territorial;;107,7
2021;Barcelona;el Guinardó;Índice socioeconómico territorial;;110,1
2021;Barcelona;la Font d'en Fargues;Índice socioeconómico territorial;;118,1
2021;Barcelona;el Carmel;Índice socioeconómico territorial;;92,4
2021;Barcelona;la Teixonera;Índice socioeconómico territorial;;99,1
2021;Barcelona;Sant Genís dels Agudells;Índice socioeconómico territorial;;100,4
2021;Barcelona;Montbau;Índice socioeconómico territorial;;106,2
2021;Barcelona;la Vall d'Hebron;Índice socioeconómico territorial;;114,2
2021;Barcelona;la Clota;Índice socioeconómico territorial;;104,8
2021;Barcelona;Horta;Índice socioeconómico territorial;;104,0
2021;Barcelona;Vilapicina i la Torre Llobeta;Índice socioeconómico territorial;;104,4
2021;Barcelona;Porta;Índice socioeconómico territorial;;90,7
2021;Barcelona;el Turó de la Peira;Índice socioeconómico territorial;;85,4
2021;Barcelona;Can Peguera;Índice socioeconómico territorial;;84,2
2021;Barcelona;la Guineueta;Índice socioeconómico territorial;;104,4
2021;Barcelona;Canyelles;Índice socioeconómico territorial;;98,4
2021;Barcelona;les Roquetes;Índice socioeconómico territorial;;77,4
2021;Barcelona;Verdun;Índice socioeconómico territorial;;83,8
2021;Barcelona;la Prosperitat;Índice socioeconómico territorial;;91,4
2021;Barcelona;la Trinitat Nova;Índice socioeconómico territorial;;76,7
2021;Barcelona;Torre Baró;Índice socioeconómico territorial;;77,1
2021;Barcelona;Ciutat Meridiana;Índice socioeconómico territorial;;65,6
2021;Barcelona;Vallbona;Índice socioeconómico territorial;;75,5
2021;Barcelona;la Trinitat Vella;Índice socioeconómico territorial;;73,6
2021;Barcelona;Baró de Viver;Índice socioeconómico territorial;;77,0
2021;Barcelona;el Bon Pastor;Índice socioeconómico territorial;;86,1
2021;Barcelona;Sant Andreu;Índice socioeconómico territorial;;112,3
2021;Barcelona;la Sagrera;Índice socioeconómico territorial;;107,2
2021;Barcelona;el Congrés i els Indians;Índice socioeconómico territorial;;106,7
2021;Barcelona;Navas;Índice socioeconómico territorial;;109,3
2021;Barcelona;el Camp de l'Arpa del Clot;Índice socioeconómico territorial;;110,1
2021;Barcelona;el Clot;Índice socioeconómico territorial;;111,0
2021;Barcelona;el Parc i la Llacuna del Poblenou;Índice socioeconómico territorial;;112,1
2021;Barcelona;la Vila Olímpica del Poblenou;Índice socioeconómico territorial;;125,7
2021;Barcelona;el Poblenou;Índice socioeconómico territorial;;114,6
2021;Barcelona;Diagonal Mar i el Front Marítim del Poblenou;Índice socioeconómico territorial;;116,3
2021;Barcelona;el Besòs i el Maresme;Índice socioeconómico territorial;;74,0
2021;Barcelona;Provençals del Poblenou;Índice socioeconómico territorial;;107,5
2021;Barcelona;Sant Martí de Provençals;Índice socioeconómico territorial;;103,2
2021;Barcelona;la Verneda i la Pau;Índice socioeconómico territorial;;96,6
2021;Barcelona;total;Índice socioeconómico territorial;;107,2
2022;Barcelona;el Raval;Índice socioeconómico territorial;;78,3
2022;Barcelona;el Barri Gòtic;Índice socioeconómico territorial;;79,3
2022;Barcelona;la Barceloneta;Índice socioeconómico territorial;;96,3
2022;Barcelona;Sant Pere, Santa Caterina i la Ribera;Índice socioeconómico territorial;;102,5
2022;Barcelona;el Fort Pienc;Índice socioeconómico territorial;;110,8
2022;Barcelona;la Sagrada Família;Índice socioeconómico territorial;;112,1
2022;Barcelona;la Dreta de l'Eixample;Índice socioeconómico territorial;;120,9
2022;Barcelona;l'Antiga Esquerra de l'Eixample;Índice socioeconómico territorial;;118,8
2022;Barcelona;la Nova Esquerra de l'Eixample;Índice socioeconómico territorial;;116,9
2022;Barcelona;Sant Antoni;Índice socioeconómico territorial;;111,2
2022;Barcelona;el Poble Sec;Índice socioeconómico territorial;;97,2
2022;Barcelona;la Marina del Prat Vermell;Índice socioeconómico territorial;;81,0
2022;Barcelona;la Marina de Port;Índice socioeconómico territorial;;96,1
2022;Barcelona;la Font de la Guatlla;Índice socioeconómico territorial;;104,6
2022;Barcelona;Hostafrancs;Índice socioeconómico territorial;;104,1
2022;Barcelona;la Bordeta;Índice socioeconómico territorial;;108,0
2022;Barcelona;Sants-Badal;Índice socioeconómico territorial;;103,6
2022;Barcelona;Sants;Índice socioeconómico territorial;;108,5
2022;Barcelona;les Corts;Índice socioeconómico territorial;;121,7
2022;Barcelona;la Maternitat i Sant Ramon;Índice socioeconómico territorial;;116,7
2022;Barcelona;Pedralbes;Índice socioeconómico territorial;;128,4
2022;Barcelona;Vallvidrera, el Tibidabo i les Planes;Índice socioeconómico territorial;;120,4
2022;Barcelona;Sarrià;Índice socioeconómico territorial;;129,0
2022;Barcelona;les Tres Torres;Índice socioeconómico territorial;;134,3
2022;Barcelona;Sant Gervasi-la Bonanova;Índice socioeconómico territorial;;128,8
2022;Barcelona;Sant Gervasi-Galvany;Índice socioeconómico territorial;;130,1
2022;Barcelona;el Putxet i el Farró;Índice socioeconómico territorial;;125,2
2022;Barcelona;Vallcarca i els Penitents;Índice socioeconómico territorial;;118,2
2022;Barcelona;el Coll;Índice socioeconómico territorial;;109,7
2022;Barcelona;la Salut;Índice socioeconómico territorial;;118,7
2022;Barcelona;la Vila de Gràcia;Índice socioeconómico territorial;;117,4
2022;Barcelona;el Camp d'en Grassot i Gràcia Nova;Índice socioeconómico territorial;;117,7
2022;Barcelona;el Baix Guinardó;Índice socioeconómico territorial;;112,4
2022;Barcelona;Can Baró;Índice socioeconómico territorial;;108,1
2022;Barcelona;el Guinardó;Índice socioeconómico territorial;;110,2
2022;Barcelona;la Font d'en Fargues;Índice socioeconómico territorial;;119,8
2022;Barcelona;el Carmel;Índice socioeconómico territorial;;93,3
2022;Barcelona;la Teixonera;Índice socioeconómico territorial;;99,4
2022;Barcelona;Sant Genís dels Agudells;Índice socioeconómico territorial;;99,4
2022;Barcelona;Montbau;Índice socioeconómico territorial;;106,0
2022;Barcelona;la Vall d'Hebron;Índice socioeconómico territorial;;114,2
2022;Barcelona;la Clota;Índice socioeconómico territorial;;105,1
2022;Barcelona;Horta;Índice socioeconómico territorial;;102,8
2022;Barcelona;Vilapicina i la Torre Llobeta;Índice socioeconómico territorial;;104,0
2022;Barcelona;Porta;Índice socioeconómico territorial;;91,2
2022;Barcelona;el Turó de la Peira;Índice socioeconómico territorial;;86,5
2022;Barcelona;Can Peguera;Índice socioeconómico territorial;;83,3
2022;Barcelona;la Guineueta;Índice socioeconómico territorial;;104,8
2022;Barcelona;Canyelles;Índice socioeconómico territorial;;98,2
2022;Barcelona;les Roquetes;Índice socioeconómico territorial;;78,1
2022;Barcelona;Verdun;Índice socioeconómico territorial;;84,2
2022;Barcelona;la Prosperitat;Índice socioeconómico territorial;;92,2
2022;Barcelona;la Trinitat Nova;Índice socioeconómico territorial;;77,5
2022;Barcelona;Torre Baró;Índice socioeconómico territorial;;75,8
2022;Barcelona;Ciutat Meridiana;Índice socioeconómico territorial;;66,5
2022;Barcelona;Vallbona;Índice socioeconómico territorial;;78,6
2022;Barcelona;la Trinitat Vella;Índice socioeconómico territorial;;74,5
2022;Barcelona;Baró de Viver;Índice socioeconómico territorial;;77,5
2022;Barcelona;el Bon Pastor;Índice socioeconómico territorial;;86,1
2022;Barcelona;Sant Andreu;Índice socioeconómico territorial;;110,4
2022;Barcelona;la Sagrera;Índice socioeconómico territorial;;106,7
2022;Barcelona;el Congrés i els Indians;Índice socioeconómico territorial;;107,6
2022;Barcelona;Navas;Índice socioeconómico territorial;;109,9
2022;Barcelona;el Camp de l'Arpa del Clot;Índice socioeconómico territorial;;110,9
2022;Barcelona;el Clot;Índice socioeconómico territorial;;111,5
2022;Barcelona;el Parc i la Llacuna del Poblenou;Índice socioeconómico territorial;;112,4
2022;Barcelona;la Vila Olímpica del Poblenou;Índice socioeconómico territorial;;125,8
2022;Barcelona;el Poblenou;Índice socioeconómico territorial;;115,1
2022;Barcelona;Diagonal Mar i el Front Marítim del Poblenou;Índice socioeconómico territorial;;115,8
2022;Barcelona;el Besòs i el Maresme;Índice socioeconómico territorial;;73,6
2022;Barcelona;Provençals del Poblenou;Índice socioeconómico territorial;;107,6
2022;Barcelona;Sant Martí de Provençals;Índice socioeconómico territorial;;103,3
2022;Barcelona;la Verneda i la Pau;Índice socioeconómico territorial;;96,5
2022;Barcelona;total;Índice socioeconómico territorial;;107,5
2023;Barcelona;el Raval;Índice socioeconómico territorial;;78,8
2023;Barcelona;el Barri Gòtic;Índice socioeconómico territorial;;73,9
2023;Barcelona;la Barceloneta;Índice socioeconómico territorial;;95,9
2023;Barcelona;Sant Pere, Santa Caterina i la Ribera;Índice socioeconómico territorial;;101,4
2023;Barcelona;el Fort Pienc;Índice socioeconómico territorial;;108,5
2023;Barcelona;la Sagrada Família;Índice socioeconómico territorial;;110,7
2023;Barcelona;la Dreta de l'Eixample;Índice socioeconómico territorial;;119,1
2023;Barcelona;l'Antiga Esquerra de l'Eixample;Índice socioeconómico territorial;;116,6
2023;Barcelona;la Nova Esquerra de l'Eixample;Índice socioeconómico territorial;;115,4
2023;Barcelona;Sant Antoni;Índice socioeconómico territorial;;110,2
2023;Barcelona;el Poble Sec;Índice socioeconómico territorial;;97,0
2023;Barcelona;la Marina del Prat Vermell;Índice socioeconómico territorial;;83,8
2023;Barcelona;la Marina de Port;Índice socioeconómico territorial;;95,5
2023;Barcelona;la Font de la Guatlla;Índice socioeconómico territorial;;103,2
2023;Barcelona;Hostafrancs;Índice socioeconómico territorial;;103,4
2023;Barcelona;la Bordeta;Índice socioeconómico territorial;;106,8
2023;Barcelona;Sants-Badal;Índice socioeconómico territorial;;102,6
2023;Barcelona;Sants;Índice socioeconómico territorial;;105,2
2023;Barcelona;les Corts;Índice socioeconómico territorial;;119,8
2023;Barcelona;la Maternitat i Sant Ramon;Índice socioeconómico territorial;;115,1
2023;Barcelona;Pedralbes;Índice socioeconómico territorial;;125,6
2023;Barcelona;Vallvidrera, el Tibidabo i les Planes;Índice socioeconómico territorial;;118,5
2023;Barcelona;Sarrià;Índice socioeconómico territorial;;127,3
2023;Barcelona;les Tres Torres;Índice socioeconómico territorial;;132,1
2023;Barcelona;Sant Gervasi-la Bonanova;Índice socioeconómico territorial;;126,4
2023;Barcelona;Sant Gervasi-Galvany;Índice socioeconómico territorial;;128,2
2023;Barcelona;el Putxet i el Farró;Índice socioeconómico territorial;;123,3
2023;Barcelona;Vallcarca i els Penitents;Índice socioeconómico territorial;;117,0
2023;Barcelona;el Coll;Índice socioeconómico territorial;;107,2
2023;Barcelona;la Salut;Índice socioeconómico territorial;;116,7
2023;Barcelona;la Vila de Gràcia;Índice socioeconómico territorial;;116,1
2023;Barcelona;el Camp d'en Grassot i Gràcia Nova;Índice socioeconómico territorial;;115,9
2023;Barcelona;el Baix Guinardó;Índice socioeconómico territorial;;111,6
2023;Barcelona;Can Baró;Índice socioeconómico territorial;;106,4
2023;Barcelona;el Guinardó;Índice socioeconómico territorial;;108,9
2023;Barcelona;la Font d'en Fargues;Índice socioeconómico territorial;;118,4
2023;Barcelona;el Carmel;Índice socioeconómico territorial;;92,1
2023;Barcelona;la Teixonera;Índice socioeconómico territorial;;98,5
2023;Barcelona;Sant Genís dels Agudells;Índice socioeconómico territorial;;98,5
2023;Barcelona;Montbau;Índice socioeconómico territorial;;105,6
2023;Barcelona;la Vall d'Hebron;Índice socioeconómico territorial;;113,1
2023;Barcelona;la Clota;Índice socioeconómico territorial;;100,2
2023;Barcelona;Horta;Índice socioeconómico territorial;;100,6
2023;Barcelona;Vilapicina i la Torre Llobeta;Índice socioeconómico territorial;;103,1
2023;Barcelona;Porta;Índice socioeconómico territorial;;89,3
2023;Barcelona;el Turó de la Peira;Índice socioeconómico territorial;;86,1
2023;Barcelona;Can Peguera;Índice socioeconómico territorial;;82,5
2023;Barcelona;la Guineueta;Índice socioeconómico territorial;;104,1
2023;Barcelona;Canyelles;Índice socioeconómico territorial;;98,3
2023;Barcelona;les Roquetes;Índice socioeconómico territorial;;77,5
2023;Barcelona;Verdun;Índice socioeconómico territorial;;84,0
2023;Barcelona;la Prosperitat;Índice socioeconómico territorial;;91,5
2023;Barcelona;la Trinitat Nova;Índice socioeconómico territorial;;77,1
2023;Barcelona;Torre Baró;Índice socioeconómico territorial;;76,3
2023;Barcelona;Ciutat Meridiana;Índice socioeconómico territorial;;67,8
2023;Barcelona;Vallbona;Índice socioeconómico territorial;;78,3
2023;Barcelona;la Trinitat Vella;Índice socioeconómico territorial;;74,7
2023;Barcelona;Baró de Viver;Índice socioeconómico territorial;;77,4
2023;Barcelona;el Bon Pastor;Índice socioeconómico territorial;;84,0
2023;Barcelona;Sant Andreu;Índice socioeconómico territorial;;111,1
2023;Barcelona;la Sagrera;Índice socioeconómico territorial;;105,6
2023;Barcelona;el Congrés i els Indians;Índice socioeconómico territorial;;106,7
2023;Barcelona;Navas;Índice socioeconómico territorial;;109,1
2023;Barcelona;el Camp de l'Arpa del Clot;Índice socioeconómico territorial;;109,9
2023;Barcelona;el Clot;Índice socioeconómico territorial;;110,5
2023;Barcelona;el Parc i la Llacuna del Poblenou;Índice socioeconómico territorial;;110,9
2023;Barcelona;la Vila Olímpica del Poblenou;Índice socioeconómico territorial;;124,2
2023;Barcelona;el Poblenou;Índice socioeconómico territorial;;114,1
2023;Barcelona;Diagonal Mar i el Front Marítim del Poblenou;Índice socioeconómico territorial;;113,8
2023;Barcelona;el Besòs i el Maresme;Índice socioeconómico territorial;;72,8
2023;Barcelona;Provençals del Poblenou;Índice socioeconómico territorial;;106,6
2023;Barcelona;Sant Martí de Provençals;Índice socioeconómico territorial;;102,7
2023;Barcelona;la Verneda i la Pau;Índice socioeconómico territorial;;95,2
2023;Barcelona;total;Índice socioeconómico territorial;;107,0
